color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;TEAM VIRTUE;315;656;0;0;4;4;8;1;0;1127;149.2;5665;3834;1831;45;149;1439;834;605;9;40;123.65;92.12;615;696;67;1383336;413.86;388.2;131.92;504.88;365.78;63.32;20.8;185;676.96;257.02;642.16;291.81;492.52;281;160.46;143.76;170.71;2;4
orange;INFINITE BLUE;315;736;1;1;2;8;4;0;12.5;1246;154.42;6610;4878;1732;59;153;1661;1114;547;13;49;95.7;129.93;924;978;210;1410220;417.92;388.58;132.73;576.43;312.08;50.7;17.94;160;660.95;278.27;539.65;399.58;373.36;324.21;241.66;146.54;139.52;4;2
