color;team name;player name;platform;player id;car id;car name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;goals conceded while last defender;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;avg speed;total distance;time slow speed;percentage slow speed;time boost speed;percentage boost speed;time supersonic speed;percentage supersonic speed;time on ground;percentage on ground;time low in air;percentage low in air;time high in air;percentage high in air;time powerslide;avg powerslide time;count powerslide;time most back;time most forward;avg distance to ball;avg distance to ball has possession;avg distance to ball no possession;avg distance to team mates;time behind ball;percentage behind ball;time in front of ball;percentage in front of ball;time defensive half;percentage defensive half;time offensive half;percentage offensive half;time defensive third;percentage defensive third;time neutral third;percentage neutral third;time offensive third;percentage offensive third;demos inflicted;demos taken
blue;0.0;WestyzWorld;Steam;76561198369905223;4284.0;Fennec;345.59375;200.21875;0.25;0.0625;1.125;3.5;7.46875;2.125;0.71875;3.57125;350.90625;51.5184375;2041.59375;1394.65625;646.9375;17.0625;55.0625;541.46875;290.875;250.59375;3.71875;20.125;39.70375;35.1446875;214.15625;325.125;81.78125;1567.625;506489.125;145.28875;42.553125;144.79625;42.4309375;51.4359375;15.01625;196.7478125;57.620000000000005;120.543125;35.239374999999995;24.229687500000004;7.139374999999999;6.26125;0.07875;82.15625;104.34687500000001;117.840625;2992.8125;2908.875;3076.90625;3780.28125;241.81625000000003;70.84343750000001;99.701875;29.1565625;211.0521875;61.8553125;130.4684375;38.1446875;147.780625;43.39375;116.55531250000001;34.041250000000005;77.1846875;22.557499999999997;0.15625;1.15625
