color;team name;player name;platform;player id;car id;car name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;goals conceded while last defender;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;avg speed;total distance;time slow speed;percentage slow speed;time boost speed;percentage boost speed;time supersonic speed;percentage supersonic speed;time on ground;percentage on ground;time low in air;percentage low in air;time high in air;percentage high in air;time powerslide;avg powerslide time;count powerslide;time most back;time most forward;avg distance to ball;avg distance to ball has possession;avg distance to ball no possession;avg distance to team mates;time behind ball;percentage behind ball;time in front of ball;percentage in front of ball;time defensive half;percentage defensive half;time offensive half;percentage offensive half;time defensive third;percentage defensive third;time neutral third;percentage neutral third;time offensive third;percentage offensive third;demos inflicted;demos taken
blue;0.0;im super bad gr;Epic;3bc49d5e7260481fb31bdfff730be92e;156.15625;Octane;345.59375;379.09375;1.0625;0.1875;1.6875;1.875;7.46875;2.125;0.71875;51.5625;458.78125;46.7440625;2547.9375;1860.78125;687.15625;21.96875;59.59375;631.6875;393.375;238.3125;4.5;18.625;63.93375;28.5353125;377.28125;345.84375;55.25;1608.3125;522716.28125;127.79374999999999;37.095;167.4271875;48.6990625;48.91437500000001;14.2053125;197.50968749999998;57.392812500000005;121.0884375;35.1315625;25.534999999999997;7.475625;7.4571875;0.0965625;79.09375;131.946875;108.203125;3123.1875;3037.15625;3205.75;3789.84375;248.7896875;72.33125;95.3459375;27.668750000000003;225.719375;65.5896875;118.414375;34.410312499999996;165.68562500000002;48.153125;108.47749999999999;31.51375;69.9659375;20.3334375;1.53125;0.5
