color;team name;player name;platform;player id;car id;car name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;goals conceded while last defender;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;avg speed;total distance;time slow speed;percentage slow speed;time boost speed;percentage boost speed;time supersonic speed;percentage supersonic speed;time on ground;percentage on ground;time low in air;percentage low in air;time high in air;percentage high in air;time powerslide;avg powerslide time;count powerslide;time most back;time most forward;avg distance to ball;avg distance to ball has possession;avg distance to ball no possession;avg distance to team mates;time behind ball;percentage behind ball;time in front of ball;percentage in front of ball;time defensive half;percentage defensive half;time offensive half;percentage offensive half;time defensive third;percentage defensive third;time neutral third;percentage neutral third;time offensive third;percentage offensive third;demos inflicted;demos taken
blue;;Finny. a&;Steam;76561199060630228;23;Octane;345;277;0;0;2;1;9;4;2;0;402;47.48;2120;1521;599;18;54;301;161;140;2;13;36.02;36.87;175;278;49;1550;502488;155.44;45.08;124.64;36.15;64.71;18.77;171.23;49.66;148.26;43;25.3;7.34;5.38;0.14;39;98.1;102.3;2446;2444;2458;3372;253.54;73.54;91.24;26.46;239.53;69.47;105.25;30.53;185.12;53.69;90.5;26.25;69.16;20.06;1;0
blue;;im super bad gr;Epic;3bc49d5e7260481fb31bdfff730be92e;23;Octane;345;220;0;0;1;2;9;4;0;0;454;46.7;2608;2010;598;24;55;600;410;190;5;16;65.62;37.81;359;410;92;1557;508054;143.77;41.69;149.65;43.4;51.4;14.91;195.86;56.8;125.22;36.32;23.73;6.88;6;0.09;67;118.9;136.5;3011;2845;3139;3678;233.33;67.67;111.49;32.33;234.14;67.9;110.68;32.1;182.26;52.86;97.46;28.26;65.1;18.88;1;0
blue;;WestyzWorld;Steam;76561198369905223;4284;Fennec;345;108;0;0;1;1;9;4;2;0;322;50.07;1717;1160;557;13;44;679;425;254;5;17;29.77;30.3;190;161;80;1513;477164;157.81;47.33;134.18;40.24;41.46;12.43;199.94;59.96;104;31.19;29.51;8.85;6;0.07;87;126.5;95.2;2868;2739;2963;3464;238.47;71.51;94.99;28.49;223.26;66.95;110.19;33.05;172.74;51.8;99.61;29.87;61.1;18.32;0;3
orange;;PlacementPeter.0;Epic;6c71c5cd24124221b0ba3a79848ca632;4284;Fennec;345;479;1;1;2;3;4;0;0;33.33;399;51.2;2182;1491;691;18;61;481;218;263;3;22;44.15;37.79;249;342;81;1639;524449;122.96;36.31;152.1;44.91;63.61;18.78;194.15;57.33;132.99;39.27;11.53;3.4;4.47;0.11;42;112;122.8;3086;2850;3439;3796;235.75;69.61;102.92;30.39;186.37;55.03;152.3;44.97;134.42;39.69;123.86;36.57;80.39;23.74;0;2
orange;;reset;Steam;76561198216558745;4284;Fennec;345;446;2;1;0;3;4;0;0;66.67;415;45.56;2445;1898;547;21;50;585;383;202;4;19;75.48;21.31;229;205;16;1642;536040;123.88;35.92;163.81;47.49;57.21;16.59;179.99;52.19;138.11;40.04;26.79;7.77;5.13;0.12;44;111.9;106;2750;2802;2714;3664;232.91;67.53;111.98;32.47;195.54;56.69;149.36;43.31;141.67;41.08;117.17;33.97;86.05;24.95;2;0
orange;;Erddogyy;Steam;76561199055701501;4284;Fennec;345;391;1;2;1;3;4;0;0;33.33;362;50.79;2219;1778;441;20;41;749;536;213;6;20;33;37.98;180;150;14;1502;488485;165;47.85;137.38;39.84;42.48;12.32;188.37;54.62;132.75;38.49;23.74;6.88;10.07;0.1;103;110.8;103.6;2680;2546;2842;3642;245.41;71.16;99.45;28.84;192.36;55.78;152.49;44.22;135.18;39.2;122.34;35.48;87.33;25.32;1;0
