color;team name;player name;platform;player id;car id;car name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;goals conceded while last defender;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;avg speed;total distance;time slow speed;percentage slow speed;time boost speed;percentage boost speed;time supersonic speed;percentage supersonic speed;time on ground;percentage on ground;time low in air;percentage low in air;time high in air;percentage high in air;time powerslide;avg powerslide time;count powerslide;time most back;time most forward;avg distance to ball;avg distance to ball has possession;avg distance to ball no possession;avg distance to team mates;time behind ball;percentage behind ball;time in front of ball;percentage in front of ball;time defensive half;percentage defensive half;time offensive half;percentage offensive half;time defensive third;percentage defensive third;time neutral third;percentage neutral third;time offensive third;percentage offensive third;demos inflicted;demos taken
blue;;im super bad gr;Epic;3bc49d5e7260481fb31bdfff730be92e;4284;Fennec;393;717;2;2;2;4;14;4;1;50;371;38.35;2215;1592;623;17;54;613;504;109;6;10;87.65;24.03;286;74;57;1566;555514;175.19;44.59;163.7;41.67;53.99;13.74;203.33;51.76;174.75;44.48;14.79;3.76;4.76;0.07;68;108.7;160.1;3098;2959;3204;3645;281.22;71.58;111.65;28.42;278.88;70.99;113.99;29.01;212.96;54.2;114.07;29.03;65.85;16.76;2;0
blue;;Finny. a&;Steam;76561199060630228;23;Octane;393;581;3;0;1;4;14;4;2;75;321;40.29;1994;1434;560;17;48;165;0;165;0;14;40.99;29.98;129;177;0;1477;523549;198.29;50.47;143.3;36.47;51.29;13.05;209.55;53.34;160.81;40.93;22.51;5.73;5.64;0.13;45;136.1;91.9;2884;3014;2702;3487;316.73;80.62;76.14;19.38;283.67;72.2;109.2;27.8;233.97;59.55;108.63;27.65;50.27;12.8;0;0
blue;;WestyzWorld;Steam;76561198369905223;4284;Fennec;393;435;0;2;2;2;14;4;1;0;360;55.7;2366;1654;712;20;64;229;67;162;1;15;33.24;31.15;186;366;41;1550;550905;189.05;48.1;150.53;38.3;53.48;13.61;221.15;56.27;149.65;38.07;22.25;5.66;4.28;0.05;80;119.6;112;2951;3043;2846;3471;287.04;73.03;106.01;26.97;283.11;72.03;109.94;27.97;218.24;55.52;118.37;30.12;56.44;14.36;2;0
orange;;Erddogyy;Steam;76561199055701501;4284;Fennec;393;454;1;2;1;5;10;5;2;20;366;51.18;2343;1690;653;21;61;567;382;185;5;16;16.73;37.39;135;304;30;1523;530100;183.99;47.69;158.16;41;43.62;11.31;228.24;59.16;135.76;35.19;21.78;5.65;11.55;0.1;118;105.8;129.2;2907;2803;3015;3647;264.5;68.56;121.28;31.44;240.55;62.36;145.22;37.64;164.13;42.54;141.44;36.66;80.21;20.79;0;2
orange;;reset;Steam;76561198216558745;4284;Fennec;393;430;1;0;2;5;10;5;2;20;478;51.03;3213;2592;621;31;56;597;451;146;5;13;57.74;35.18;672;514;48;1721;606705;123.5;31.74;198.9;51.11;66.75;17.15;247.73;63.66;130.92;33.64;10.51;2.7;5.24;0.11;46;149.1;100.3;3057;2974;3159;3780;302.23;77.66;86.93;22.34;258.46;66.42;130.69;33.58;187.44;48.17;132.62;34.08;69.09;17.75;0;1
orange;;PlacementPeter.0;Epic;6c71c5cd24124221b0ba3a79848ca632;4284;Fennec;393;400;2;0;0;4;10;5;1;50;488;51.13;3003;2156;847;25;72;737;418;319;5;23;35.44;37.19;435;274;90;1621;569182;156.83;40.22;164.85;42.27;68.29;17.51;227.06;58.22;141.16;36.2;21.76;5.58;4.59;0.13;35;122;136.2;2922;2468;3313;3722;280.91;72.03;109.07;27.97;228.34;58.55;161.64;41.45;182.54;46.81;100.26;25.71;107.18;27.48;0;1
