color;team name;player name;platform;player id;car id;car name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;goals conceded while last defender;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;avg speed;total distance;time slow speed;percentage slow speed;time boost speed;percentage boost speed;time supersonic speed;percentage supersonic speed;time on ground;percentage on ground;time low in air;percentage low in air;time high in air;percentage high in air;time powerslide;avg powerslide time;count powerslide;time most back;time most forward;avg distance to ball;avg distance to ball has possession;avg distance to ball no possession;avg distance to team mates;time behind ball;percentage behind ball;time in front of ball;percentage in front of ball;time defensive half;percentage defensive half;time offensive half;percentage offensive half;time defensive third;percentage defensive third;time neutral third;percentage neutral third;time offensive third;percentage offensive third;demos inflicted;demos taken
blue;;WestyzWorld;Steam;76561198369905223;4284;Fennec;394;700;4;0;1;7;8;3;1;57.14;385;54.76;2345;1565;780;18;70;433;183;250;2;21;22.4;28.05;310;268;16;1581;574706;167.96;42.65;170.05;43.18;55.82;14.17;223.94;56.86;152.08;38.62;17.81;4.52;6.26;0.08;81;140.4;123;3067;2800;3367;3796;295.83;75.12;98;24.88;256.13;65.04;137.7;34.96;187.63;47.64;132.84;33.73;73.36;18.63;1;0
blue;;Finny. a&;Steam;76561199060630228;4284;Fennec;394;314;0;2;0;3;8;3;1;0;407;43.21;2470;1821;649;20;58;653;485;168;5;16;53.7;47.43;221;198;17;1584;567284;167.01;43.06;148.31;38.24;72.51;18.7;195.03;50.29;167.09;43.09;25.69;6.62;4.82;0.12;40;114.3;118.8;2868;2901;2811;3596;300.96;77.6;86.86;22.4;251.74;64.91;136.09;35.09;187.56;48.36;127.46;32.87;72.8;18.77;1;2
blue;;im super bad gr;Epic;3bc49d5e7260481fb31bdfff730be92e;23;Octane;394;313;0;2;2;1;8;3;1;0;413;49.01;2771;2248;523;25;52;647;535;112;7;12;83.27;35.68;390;272;165;1599;578946;165.58;42.05;158.13;40.16;70.08;17.8;218.98;55.61;156.11;39.64;18.71;4.75;6.18;0.08;74;122.4;130.7;3039;3031;3069;3744;278.07;70.61;115.73;29.39;251.27;63.81;142.52;36.19;179.79;45.66;133.13;33.81;80.87;20.54;1;0
orange;;reset;Steam;76561198216558745;4284;Fennec;394;601;2;1;2;5;11;4;3;40;442;48.61;2806;2235;571;27;51;407;263;144;3;13;43.09;38.29;478;385;41;1635;590982;151.71;38.82;180.27;46.12;58.85;15.06;246.2;63;122.83;31.43;21.79;5.58;4.58;0.1;45;153.6;114.7;2990;3013;2960;3764;268.5;68.7;122.33;31.3;268.81;68.78;122.02;31.22;190.84;48.83;134.25;34.35;65.74;16.82;1;1
orange;;Erddogyy;Steam;76561199055701501;4284;Fennec;394;416;1;0;3;2;11;4;0;50;360;46.63;2272;1634;638;19;56;639;432;207;5;18;33.88;34.09;34;157;72;1469;525399;192.64;49.77;158.25;40.89;36.15;9.34;230.58;59.58;136.4;35.24;20.06;5.18;13.07;0.11;120;106.2;126.1;2906;2914;2899;3716;251.33;64.93;135.72;35.07;244.6;63.2;142.45;36.8;165.38;42.73;147.36;38.07;74.3;19.2;0;2
orange;;PlacementPeter.0;Epic;6c71c5cd24124221b0ba3a79848ca632;4284;Fennec;394;363;0;2;2;1;11;4;1;0;403;46;2457;1745;712;20;65;583;371;212;4;20;41.07;35.24;353;286;41;1506;548229;197.7;50.19;124.29;31.56;71.88;18.25;205.35;52.14;165.34;41.98;23.17;5.88;4.36;0.12;35;119.9;132.1;2459;2361;2558;3607;262.98;66.77;130.88;33.23;234.11;59.44;159.76;40.56;185.4;47.07;106.18;26.96;102.29;25.97;1;0
