color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
orange;INFINITE BLUE;348.1875;1205.9375;3.25;3.0625;3.5;8.9375;5.5625;0.8125;35.985;1210.3125;148.70250000000001;7017.1875;5270.3125;1746.875;61.5625;156.625;1749.9375;1126.1875;623.75;13.0625;55.6875;131.27875;108.9925;804.0;818.5;154.8125;1542318.8125;436.4275;443.52125;157.3275;591.4;386.14250000000004;59.721875;19.41375;181.5625;725.405;311.865625;601.05375;436.2125;430.45375;354.98375;251.829375;147.13750000000002;151.204375;2.8125;2.25
