color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;;327;920;0;0;8;2;11;1;0;1337;148;7309;4767;2542;55;222;1659;1035;624;11;56;170.66;82.11;1336;767;78;1523557;390.08;386.86;203.47;475.23;424.56;80.63;17.74;169;663.63;316.79;641.13;339.28;481.29;310.35;188.79;154.49;187.12;4;1
orange;;327;780;1;1;1;11;2;0;9.09;1327;147.97;7133;4616;2517;59;223;2180;1250;930;15;81;99.84;103.83;1065;1282;276;1567911;336.82;422.49;210.69;525.35;371.1;73.54;21.35;189;690.96;279.04;558.02;411.98;387.54;339.65;242.83;153.54;135.65;1;4
