color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;;341;1180;2;2;7;4;11;1;50;1091;145.7;6301;4370;1931;50;169;1154;762;392;10;36;111.5;139.62;476;565;245;1428662;489.34;399.21;125.66;499.53;427.33;87.34;17.64;183;724.9;289.3;742.05;272.17;568.46;294;151.76;129.11;199.55;2;3
orange;;341;870;1;1;2;11;4;2;9.09;1363;139.58;7615;5447;2168;61;187;2617;1729;888;21;81;156.52;89.47;1055;654;349;1521923;443.72;418.94;154.47;547.56;376.35;93.24;18.98;191;681.87;335.26;508.26;508.89;348.84;342.3;325.99;166.91;126.32;3;2
