color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;;563;1764;3;2;9;10;13;2;30;1293;159.25;12062;8693;3369;114;301;2743;1557;1186;22;106;165.04;172.54;2040;2782;630;2582902;674.64;697.88;304.13;928.29;638.77;109.59;35.47;340;1128.74;547.91;991.97;684.68;689.88;574.5;412.27;245.43;266.43;8;4
orange;;563;1426;2;1;6;13;10;3;15.38;1213;144.03;11218;7255;3963;84;343;2881;1504;1377;16;117;207.49;161.89;1323;1259;129;2407015;769.58;632.16;261.09;891.31;645.41;126.09;31.33;289;1195.67;467.16;1080.03;582.79;773.06;562.45;327.32;254.5;271.25;4;8
