color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;;373;898;2;1;3;2;14;5;100;1143;124.12;6848;4352;2496;54;222;1290;510;780;7;70;156.52;57.65;812;871;107;1585650;495.34;409.54;191.77;622.09;400.36;74.23;22.87;230;800.11;296.56;787.29;309.36;594.53;340.34;161.78;111.74;183.26;2;7
orange;;373;1391;5;4;0;14;2;2;35.71;1263;150.09;7335;5712;1623;69;145;1819;1258;561;15;51;132.64;119.4;1068;1136;248;1615958;488.91;436.43;186.78;579.23;444.99;87.91;20.07;189;748.65;363.47;608.36;503.75;420.39;365.08;326.66;158.42;154.15;7;2
