color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;DELETED;333;862;1;1;5;7;7;2;14.29;1364;156.22;7478;5421;2057;67;179;2253;1552;701;19;59;118.2;90.97;1182;1255;364;1529208;360.41;442.75;176.25;538.51;373.14;67.76;20.31;225;644.09;335.31;557.1;422.3;390;335.86;253.55;109.44;152.98;2;6
orange;9LIVES;333;1176;2;0;6;7;7;1;28.57;1266;151.35;6792;4269;2523;52;221;1545;880;665;11;63;119.75;119.28;1067;732;210;1499736;392.68;411.64;187.16;539.88;376.45;75.16;19.94;211;738.4;253.09;648.77;342.72;474.82;329.74;186.93;182.74;164.86;6;2
