color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;;389;992;3;2;3;6;10;6;50;1267;149.77;8110;5843;2267;70;197;1429;760;669;10;58;149.64;125.46;1310;1048;215;1665000;503.35;414.77;230.17;629.04;443.77;75.5;23.33;224;798.7;349.59;774.24;374.05;561.98;394.54;191.77;148.12;170.94;2;5
orange;;389;1554;6;5;2;10;6;3;60;1163;145.47;7433;4867;2566;59;240;1490;743;747;9;67;87.76;110.76;1188;1129;174;1658472;519.48;450.74;190.54;655.11;423.54;82.1;17.7;177;825.41;335.35;768.58;392.19;561.94;380.94;217.86;121.63;171.68;5;2
