color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;;422;1062;2;1;3;9;7;3;22.22;1201;145.99;8508;5542;2966;64;250;2392;1393;999;16;80;129.7;84.88;1298;958;224;1902963;538.55;509.83;212.81;725.21;436.88;99.1;24.02;244;830.04;431.14;732.03;529.15;498.17;468.04;294.96;156.69;189.77;4;2
orange;;422;1507;3;3;7;7;9;2;42.86;1237;148.57;8728;6268;2460;77;224;2169;1442;727;16;65;124.2;168.96;1248;1304;179;1803429;576.29;488.35;187.87;694.1;473.38;85.02;25.37;281;961.04;291.48;844.59;407.91;619.8;408.57;224.12;177.55;207.4;2;4
