color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;;398;1015;3;3;2;6;12;6;50;1171;111.39;7747;5203;2544;59;222;1061;378;683;5;54;185.81;61.34;823;477;90;1685314;527.71;449.22;202.63;634.02;454.35;91.19;23.39;247;839.8;339.76;843.23;336.32;611.47;372.94;195.17;124.77;201.46;2;4
orange;;398;1868;6;5;3;12;6;3;50;1285;153.94;8639;6764;1875;80;170;2003;1309;694;16;60;121.12;156.83;1298;1348;306;1759051;499.78;439.4;246.17;639.31;454.89;91.14;19.65;202;833.16;352.19;692.45;492.89;506.76;372.89;305.69;151.41;150.32;4;2
