color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;;374;606;1;0;2;9;9;6;11.11;1335;143.25;8165;5570;2595;67;223;2414;1194;1220;14;97;114.76;133.07;1054;1072;239;1652190;433.26;442.56;223.25;594.34;415.08;89.64;16.33;206;757.44;341.62;638.13;460.93;433.63;405.93;259.5;153.81;118.5;6;7
orange;;374;1853;6;6;6;9;9;1;66.67;1163;142.85;7102;5306;1796;65;163;1403;791;612;11;56;122.69;130.04;1056;1243;318;1637728;448.67;435.01;216.37;568.86;439.14;92.03;16.45;176;759.19;340.84;755.3;344.74;568.3;351.46;180.29;133.43;219.69;7;6
