color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;9LIVES;384;1381;4;4;4;11;7;3;36.36;1252;147.55;8045;5504;2541;66;225;1888;1201;687;13;56;155.12;125.24;710;952;55;1597200;531.08;418.85;180.15;581.09;468.33;80.67;22.77;272;852.94;277.13;767.48;362.6;580.25;332.71;217.1;156.87;181.47;6;5
orange;GENG MOBIL 1;384;1206;3;3;6;7;11;4;42.86;1209;143.99;7004;4771;2233;60;200;1495;704;791;9;70;137.42;100.62;1068;1131;204;1570193;542.76;411.88;167.31;640;421.84;60.11;21.5;221;794.32;327.63;697.52;424.44;524.32;351.45;246.19;133.67;166.93;5;6
