color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;;364;1074;2;1;5;9;12;5;22.22;1270;136.34;7475;5146;2329;62;209;1929;1146;783;13;71;170.22;136.38;1347;1136;184;1544558;493;381.54;199.9;571.9;443.85;58.7;16.81;151;783.45;290.97;730.81;343.62;570.52;287.62;216.29;134.32;164.64;4;5
orange;;364;1750;5;4;6;12;9;2;41.67;1337;133.86;7648;5359;2289;63;199;1737;1054;683;12;54;122.17;99.06;1014;948;160;1603845;445.85;431.46;199.12;553.32;458.72;64.41;17.68;177;753.52;322.93;660.58;415.86;480.5;337.86;258.09;147.72;165.65;5;4
