color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;;315;791;1;0;4;6;5;0;16.67;1181;155.38;6041;3817;2224;49;195;1387;675;712;9;65;81;137.72;876;1047;195;1354481;440.8;335.9;146.85;529.27;314.71;79.58;18.58;166;714.1;209.44;600.33;323.21;421.04;335.8;166.69;130.65;136.31;2;7
orange;;315;690;0;0;4;5;6;1;0;1300;167.63;6604;4493;2111;57;172;1313;754;559;11;49;107.62;98.85;1257;1265;353;1462859;369.41;409.5;161.46;521.17;328.04;91.13;16.21;149;563.89;376.45;555.2;385.14;393.2;305.15;241.99;158.97;173.64;7;2
