color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;;345;960;2;1;4;7;5;1;28.57;1177;168.43;6882;4739;2143;60;194;2398;1658;740;20;67;75.65;141.85;1428;1370;371;1581347;422.64;408.5;197.91;617.56;344.12;67.36;22.51;251;779.39;249.65;618.82;410.23;417.54;374.82;236.67;177.34;155.2;4;2
orange;;345;739;1;1;4;5;7;2;20;1211;141.2;6829;4165;2664;50;223;1466;771;695;10;54;128.92;84.34;963;890;237;1467780;500.14;375.17;144.58;587.04;368.29;64.54;21.08;206;740.48;279.39;705.27;314.6;530.73;332.39;156.75;127.56;175.11;2;4
