color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;COMPLEXITY;329;686;1;1;3;4;5;0;25;1228;169.69;6767;4970;1797;65;164;1784;1237;547;14;50;94.02;151.74;1035;1650;191;1436363;454.96;365.14;158.62;544.75;351.87;82.09;18.71;172;737.37;241.35;660.69;318.03;493.54;299.98;185.2;147.11;176.95;7;2
orange;ULTIMATES;329;633;0;0;3;5;4;1;0;1163;145.81;6399;3850;2549;48;216;1838;750;1088;10;90;108.91;103.23;809;900;274;1451039;419.02;364.61;172.64;523.67;370.24;62.36;17.6;165;702.78;253.49;563.56;392.72;399.54;327.86;228.87;153.64;140;2;7
