color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;THE ULTIMATES;351;769;0;0;5;6;10;5;0;1217;144.08;7021;4971;2050;56;179;2061;1359;702;14;62;136.98;129.66;808;758;71;1563507;445.55;419.39;182.1;547.15;406.58;93.31;16.65;169;668.1;378.96;656.57;390.48;495.67;331.35;220.02;146.38;185.06;2;2
orange;NRG ESPORTS;351;1582;5;3;5;10;6;0;50;1162;151.32;6648;4604;2044;58;183;1994;1284;710;17;64;111.94;162.6;1102;1310;436;1547656;464.01;400.73;183.17;565.21;397.2;85.52;16.5;140;834.01;213.91;672.53;375.39;479.82;354.88;213.22;132.02;140.78;2;2
