color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;;358;1094;2;2;6;8;8;3;25;1249;146.71;7320;4896;2424;57;212;1649;974;675;11;59;144.25;78.51;1355;745;124;1582686;473.92;383.66;213.35;590.71;398.54;81.67;21.54;206;743.69;327.23;696.68;374.25;497.05;367.51;206.37;145.76;167.37;3;1
orange;;358;1089;3;2;4;8;8;2;37.5;1318;155.02;7837;5755;2082;67;188;1644;987;657;13;61;85.7;123.92;1190;1025;324;1589464;448.67;425.95;190.09;597.24;384.38;83.09;21.61;202;750.75;313.96;688.59;376.11;504.91;337.94;221.85;150.11;165.38;1;3
