color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;;351;1100;2;2;6;8;12;3;25;1374;125.87;7560;5285;2275;58;201;1325;775;550;8;48;203.77;57.59;1237;484;8;1609480;402.52;411.35;232.58;587.25;418.8;40.4;21.81;200;719.89;326.55;712.16;334.28;531.7;335.01;179.75;124.03;173.77;4;2
orange;;351;1125;3;2;4;12;8;2;25;1342;145.02;7681;5435;2246;66;186;1699;1052;647;12;58;126.65;90.81;1438;1145;105;1659495;361.79;398.96;278.65;509.1;455.43;74.87;16.44;178;730.26;309.14;609.08;430.32;440.03;337.69;261.67;146.56;151.98;2;4
