color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;;327;602;0;0;4;6;11;2;0;1288;150.51;6886;4905;1981;60;171;2110;1335;775;17;70;130.68;109.1;964;1159;386;1465331;400.09;414.4;157.47;536.69;360.5;74.76;18.56;177;621.88;350.08;561.43;410.52;388.59;340.33;243.03;147.54;169.84;3;3
orange;;327;1130;2;2;5;11;6;0;18.18;1249;140.29;6677;4426;2251;51;194;1580;807;773;9;69;179.93;83.95;1009;688;106;1454607;420.11;394.3;156.53;525.08;381.28;64.58;22.77;228;705.11;265.84;593.39;377.55;422.61;325.45;222.88;144.16;147.17;3;3
