color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;;331;1295;1;1;8;9;10;0;11.11;1250;156.85;6935;4905;2030;61;177;2160;1397;763;15;68;115.21;117.82;751;1199;137;1492619;430.89;378.45;169.51;532.67;376.5;69.68;21.87;190;673.49;305.35;555.49;423.34;385.61;333.9;259.33;160.44;154.35;3;5
orange;;331;863;0;0;6;10;9;1;0;1225;142.39;6608;4296;2312;49;206;1890;1064;826;12;74;141.98;85.93;1122;661;143;1490990;433.66;388.78;162.79;550.17;376.2;58.87;20.68;191;665.69;319.55;585.55;399.68;439.06;290.33;255.85;151.61;171.99;5;3
