color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;THE ULTIMATES;333;1249;2;2;5;12;6;1;16.67;1284;150.63;6976;4672;2304;55;191;2097;1227;870;14;70;118.3;132.15;1204;886;193;1467140;445.55;388.36;154.79;554.23;351.3;83.18;23.49;220;757.84;230.86;544.33;444.36;402;309.63;277.08;141.08;117.98;3;4
orange;GENG MOBIL 1;333;1220;1;1;8;6;12;2;16.67;1203;136.74;6403;4169;2234;50;197;1589;816;773;10;69;138.39;76.77;1027;901;197;1439179;463.45;363.81;163.38;527.94;375.4;87.3;17.91;178;684.7;305.95;683.33;307.32;525.06;295.91;169.68;144.31;200.45;4;3
