color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;DELETED;546;1813;1;1;14;8;20;2;12.5;1301;147.45;11696;8164;3532;102;312;2491;1558;933;20;79;210.37;116.73;2033;1947;366;2504254;660.09;699.01;273.95;890.34;606.4;136.34;32.09;325;1137.34;495.72;1116.47;516.58;858.58;475.19;299.29;255.77;309.7;8;2
orange;REBELLION;546;1576;2;2;7;20;8;1;10;1294;144.33;11123;7574;3549;89;298;3273;1952;1321;20;106;197.75;176.22;1598;1404;77;2510851;623.65;702.1;289.13;863.34;607.53;144.02;31.37;307;1188.93;425.96;897.31;717.59;629.6;555.03;430.26;240.9;221.45;2;8
