color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;DELETED GAMING;365;1382;4;3;3;11;5;1;36.36;1297;145.72;7588;5426;2162;67;195;2186;1309;877;15;77;113.86;90.96;1221;1293;198;1669427;407.81;495.5;184.52;581.35;417.47;89.01;19.74;221;811.12;276.72;628.02;459.81;439.88;372.67;275.28;133.32;150.97;2;2
orange;POAB;365;1001;1;0;6;5;11;4;20;1252;138.19;7613;5272;2341;64;199;1733;950;783;11;62;166.65;80.94;862;1011;159;1621595;460.27;437.16;190.42;562.58;442.33;82.94;22.75;205;723.16;364.69;741.46;346.38;555.16;348.27;184.42;156.12;188.45;2;2
