color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;;369;1544;3;1;12;6;22;4;50;1213;115.35;6854;4542;2312;50;191;1136;598;538;7;47;241.17;51.72;1095;233;8;1595964;482.64;417.86;199.12;590.37;457.6;51.64;22.9;212;758.22;341.4;820.89;278.73;659.82;295.1;144.7;123.48;223.31;3;1
orange;;369;1373;4;4;2;22;6;3;18.18;1388;144.63;8341;6200;2141;75;198;2580;1560;1020;18;91;138.42;114.02;1674;1401;280;1700088;375.33;442.91;272.03;574.3;448.67;67.29;14.75;157;796.17;294.1;556.6;533.67;414.47;311.79;364.02;158.04;109.95;1;3
