color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;;416;1277;3;2;6;3;13;2;100;1236;137.76;8649;6282;2367;70;208;1678;1089;589;11;52;190.31;104.75;726;739;17;1736682;592.94;485.81;153.17;603.36;504.33;124.24;22.91;252;852.85;379.07;862.81;369.11;650.49;385.06;196.38;161.48;227.28;2;4
orange;;416;930;2;2;1;13;3;3;15.38;1374;145.62;9260;6275;2985;73;251;2291;1193;1098;14;90;142.11;132.17;1531;1159;246;1930089;465.64;508.42;268.11;645.02;467.11;130.04;23.85;219;898.14;344.04;721.64;520.54;493.8;443.36;305.02;187.52;163.62;4;2
