color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;DELETED;359;1353;4;3;6;8;9;2;50;1320;136.01;7386;5114;2272;60;205;1415;763;652;9;60;126.35;95.12;842;885;143;1600370;426.97;477.43;167.87;579.39;411.66;81.22;24.64;289;799.31;272.97;673.49;398.79;487.28;372.4;212.61;124.16;161;5;2
orange;PIONEERS;359;1003;2;1;4;9;8;4;22.22;1251;133.72;7409;5084;2325;59;202;1659;1064;595;13;53;153.89;104.24;1220;813;252;1534619;485.02;399.45;178.59;559.87;426.77;76.41;25.97;267;728.08;334.98;720.96;342.09;561.01;301.59;200.45;151.36;168.01;2;5
