color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;;363;879;2;1;5;6;10;4;33.33;1304;143.69;8102;5895;2207;69;198;1858;917;941;11;82;148.3;85.44;1524;830;161;1615450;430.93;419.64;220.51;605.84;403.83;61.41;22.53;239;702.12;368.96;633.87;437.22;456.25;364.52;250.31;124.37;154.54;5;4
orange;;363;1345;4;3;4;10;6;2;40;1283;133.86;7856;5529;2327;66;206;1616;940;676;12;63;159.2;102.34;1383;1095;237;1676643;380.41;435.24;256.25;557.64;440.8;73.46;17.09;165;733.1;338.8;685.53;386.37;484.92;349.9;237.09;154.3;178.16;4;5
