color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;;359;772;0;0;6;4;11;5;0;1136;126.22;6459;4128;2331;49;193;1339;589;750;7;58;146.05;70.46;503;771;116;1504919;486.15;433.49;134.51;558.68;432.75;62.7;18.19;193;688.47;365.66;746.77;307.37;580.19;293.74;180.2;119.52;200.75;2;6
orange;;359;1563;5;3;3;11;4;0;45.45;1170;160.42;6735;5163;1572;67;148;1870;1146;724;16;68;115.53;125.14;1267;1550;486;1613137;431.93;446.16;192.52;578.88;411.81;79.95;17.17;148;757.98;312.65;527.55;543.08;378.53;326.34;365.75;162.98;133.19;6;2
