color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;;368;1181;2;2;6;10;11;3;20;1388;148.26;8343;6071;2272;74;209;1824;1312;512;15;50;79.21;99.31;1499;1234;212;1665796;441.47;409.13;238.6;585.83;437;66.35;21.54;199;718.61;370.57;729.33;359.86;551.35;343.34;194.49;159.76;200.05;3;4
orange;;368;1292;3;3;7;11;10;2;27.27;1271;134.59;7545;4958;2587;56;218;1689;948;741;11;64;138.62;100.43;1245;704;164;1633351;466.28;439.21;189.69;612.41;413.7;69.07;20.47;186;846.05;249.15;669.55;425.65;474.7;382.13;238.36;147.27;142.93;4;3
