color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;;369;1071;2;1;5;11;10;3;18.18;1237;153.48;7619;5448;2171;67;187;2120;1294;826;16;66;123.31;96.02;1155;1241;254;1605171;466.53;432.58;184.48;574.98;429.92;78.69;20.5;190;708.12;375.46;669.17;414.42;505.18;313.83;264.58;138.37;197.21;5;7
orange;;369;1358;3;3;6;10;11;2;30;1220;135.12;7271;4739;2532;57;222;1775;778;997;10;87;135.72;133.53;1036;925;236;1536238;534.36;381.98;175.94;541.92;465.33;85.03;16.79;156;761.41;330.87;628.64;463.63;481.56;317.69;293.03;148.21;146.81;7;5
