color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;;360;923;2;1;4;6;11;4;33.33;1184;140.34;7022;5051;1971;59;177;2044;1441;603;17;55;113.26;107.46;1170;836;255;1536650;503.66;405.9;161.43;621.67;388.42;60.9;21.43;226;725.22;345.76;692.81;378.17;516.05;337.62;217.31;129.07;167.75;5;3
orange;;360;1297;4;3;3;11;6;2;36.36;1257;148.39;7696;4880;2816;57;212;1895;1052;843;12;70;137.73;107.09;771;792;172;1524699;488.28;397.22;179.27;569.81;425.94;69.03;20.3;186;749.67;315.11;694.49;370.3;516.61;347.68;200.49;136.91;161.83;3;5
