color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;;353;1035;1;1;5;10;10;2;10;1402;145.67;7972;5546;2426;67;218;1805;1204;601;15;57;109.87;98.72;1395;1205;309;1678727;380.16;411.27;257.66;550.62;422.16;76.31;19.9;177;725.45;323.64;693.58;355.51;506.06;339.19;203.83;154.87;176.39;1;4
orange;;353;1184;2;2;5;10;10;1;20;1257;142.01;7233;4793;2440;58;212;1856;1121;735;13;62;107.94;106.3;803;939;194;1564086;478.88;407.86;170.45;569.78;416.76;70.65;22.52;239;752.66;304.54;624.76;432.45;416.68;400.41;240.1;146.88;161.92;4;1
