color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;;327;677;0;0;3;8;6;1;0;1245;147.57;6758;4781;1977;59;163;1912;1040;872;13;68;98.26;153.05;878;1055;278;1473080;413.6;377.09;178.44;521.05;376.57;71.5;21.39;233;709.74;259.38;582.21;386.92;422.83;308.08;238.22;170.37;149.46;7;4
orange;;327;959;1;1;7;6;8;0;16.67;1265;130.71;6747;4355;2392;49;201;1901;989;912;11;72;158.95;67.25;1276;571;113;1427604;430.91;394.95;134.44;517.18;364.52;78.6;19.28;201;638.81;321.49;598.46;361.85;439.51;300.97;219.81;134.6;172.59;4;7
