color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;;349;1112;2;1;6;5;8;1;40;1053;135.17;6112;4125;1987;48;174;1325;961;364;10;33;123.69;110.98;760;631;30;1415753;552.39;373.06;103.33;597.12;373.09;58.59;21;190;728.41;300.38;778.4;250.41;636.44;240.9;151.46;144.84;209.33;4;6
orange;;349;750;1;1;2;8;5;2;12.5;1336;155.96;7821;5431;2390;65;189;2125;1114;1011;14;77;128.71;113.45;819;1157;299;1523263;466.07;411.9;155.71;539.22;421.43;73.05;19.74;171;740.62;293.07;516.71;516.99;352.84;369.5;311.34;166.5;124.56;6;4
