color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;9LIVES;380;1548;5;4;5;10;9;3;50;1245;148.66;7747;5482;2265;65;196;1789;1123;666;13;55;109.81;125.2;1125;1089;198;1591296;523.24;415.52;185.96;623.33;416.64;84.74;20.28;250;828.2;296.5;741.35;383.36;571.8;330.87;222.03;130.94;176.2;6;4
orange;NAC;380;929;3;2;2;9;10;5;33.33;1257;138.79;7503;4965;2538;58;220;1719;870;849;9;78;121.31;95.08;1384;704;57;1595015;499.11;441.68;175.47;637.04;400.66;78.58;14.74;145;801.51;314.75;727.29;388.98;545.74;354.97;215.56;133.63;163.42;4;6
