color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;;363;646;1;1;2;5;10;5;20;1261;145.67;7452;5446;2006;64;173;1539;922;617;10;46;108.26;95.95;1279;1011;87;1599542;471.41;440.86;167.57;630;366.35;83.49;22.83;225;715.03;364.81;720.49;359.36;520.67;366.82;192.35;126.05;181.49;5;3
orange;;363;1577;5;4;4;10;5;1;50;1270;154.69;7541;5409;2132;67;193;1656;920;736;12;67;110.23;123.76;949;1140;170;1571101;475.77;411.22;187.53;581.33;412.15;81.05;20.74;245;835.9;238.63;660.23;414.28;478.41;356.95;239.16;155.15;151.22;3;5
