color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;;404;1985;7;4;9;10;16;4;70;1234;143.76;8098;6159;1939;73;173;1733;1155;578;13;46;152.48;94.65;1153;1101;165;1686012;532.7;456.58;204.49;639.33;459.52;94.9;22.12;231;879.06;314.7;830.76;363;632.55;336.29;224.92;99.11;209.73;5;5
orange;;404;1320;4;4;3;16;10;7;25;1280;135.98;8943;6416;2527;74;225;2123;1225;898;15;81;156.48;140.98;960;1028;256;1700506;524.9;443.82;226.87;643.41;472.66;79.52;21.2;222;823.77;371.81;712.41;483.16;504.11;418.75;272.73;155.99;138.14;5;5
