color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;;394;1516;1;1;12;6;15;2;16.67;1221;141.36;8114;5518;2596;64;226;1717;1127;590;12;53;162.31;87.12;1217;841;89;1714016;495.32;489.86;169.85;643.59;456.43;54.99;30.08;326;768.44;386.58;862.74;292.28;691.77;306.34;156.9;167.02;264.49;1;9
orange;;394;1162;2;2;3;15;6;1;13.33;1350;155.07;9074;6565;2509;81;228;2794;1680;1114;22;100;134.49;114.08;1474;1611;539;1894473;410.83;535.81;232.38;654.37;459.4;65.24;26.07;254;865.99;313.03;574.39;604.62;369.34;436.29;373.39;177.48;114.46;9;1
