color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;;369;1128;3;2;4;10;11;5;30;1386;121.87;7890;5387;2503;63;216;1245;573;672;7;58;170.4;62.44;1483;837;116;1654708;443.04;393.45;259.41;619.69;422.96;53.24;22.46;214;769.53;326.36;732.79;363.12;563.98;333.53;198.39;117.42;170.78;1;3
orange;;369;1383;5;2;4;11;10;3;45.45;1270;147.2;7774;5647;2127;69;179;1634;996;638;12;56;139.65;108.61;1476;1328;215;1678010;419.22;411.16;272.8;566.59;444.16;92.45;15.57;171;763.8;339.41;679.55;423.65;491.04;347.56;264.59;143.72;161.64;3;1
