color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;OMELETTE;341;1129;1;1;5;5;10;3;20;1277;141.41;7216;4824;2392;59;211;1571;981;590;11;54;109.76;57.72;1245;1123;121;1534525;415.81;374.87;220.92;514.02;416.65;80.93;17.67;167;669.38;342.23;697.36;314.24;534.67;299.33;177.6;126.46;181.91;5;4
orange;NRG ESPORTS;341;1236;3;1;4;10;5;1;30;1205;156.42;6888;4767;2121;58;198;1876;1223;653;16;64;116.45;118.7;1309;1217;446;1535024;407.31;407.13;193.66;536.26;370.22;101.63;15.91;137;761.73;246.37;602.15;405.95;442.4;299.02;266.68;153.71;139.36;4;5
