color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;;382;1155;3;3;3;7;8;4;42.86;1221;142.84;7550;5387;2163;63;182;1510;891;619;11;53;124.85;108.5;619;763;217;1569449;551.54;407.72;166.68;592.79;427.58;105.57;20.46;230;752;373.95;795.29;330.58;599.78;348.69;177.48;148.82;195.97;4;6
orange;;382;1267;4;3;4;8;7;3;50;1267;125.95;7982;5492;2490;64;211;1947;1114;833;14;74;177.11;99.8;1074;970;317;1599898;508.91;457.58;165.56;624.97;437.17;69.9;18.47;200;874.27;257.77;640.1;491.94;455.93;391.09;285.02;131.99;150.57;6;4
