color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;;334;878;2;2;2;8;5;1;25;1283;143.04;6959;4620;2339;57;203;1647;1096;551;13;50;99.23;69.03;1113;955;216;1532868;376.73;379.77;220.48;517.44;393.99;65.55;19.49;186;709.73;267.23;601.89;375.07;456.57;282.86;237.55;128.78;145.96;3;8
orange;;334;783;1;0;4;5;8;2;20;1337;141.89;7229;5388;1841;61;170;2044;1424;620;15;58;121.2;118.72;1107;719;90;1515817;387.53;426.89;175.19;522.57;395.67;71.34;24.61;259;657.27;332.31;624.25;365.33;457.26;303.83;228.49;159.47;173.48;8;3
