color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;TREE LAMP;46;32;0;0;0;0;0;0;0;1545;104.85;760;560;200;6;19;360;260;100;3;10;12.21;13.4;61;47;38;143849;76.16;41.76;19.53;77.36;56.13;3.97;1.5;15;111.99;25.46;97.33;40.13;81.19;32.17;24.1;15.06;12.37;0;1
orange;9LIVES;46;54;0;0;0;0;0;0;0;1181;157.34;946;712;234;9;21;281;212;69;3;6;23.46;35.36;101;193;87;228172;40;63.22;37.19;52.67;76.16;11.6;2.17;31;91.16;49.26;98.79;41.63;77.99;34.32;28.1;17.9;34.46;1;0
