color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;DELETED;484;1499;1;0;10;7;18;2;14.29;1310;149.95;10352;6761;3591;86;284;3078;1882;1196;21;95;158.42;122.11;1378;1922;244;2172610;605.12;606.24;218.48;782.51;546.77;100.57;37.33;370;1008.86;420.97;914.31;515.53;689.06;431.97;308.82;238.94;244.01;5;6
orange;GENG MOBIL 1;484;1312;2;1;5;18;7;1;11.11;1122;142.97;9003;5402;3601;73;297;2174;913;1261;13;105;213.59;169.58;864;1712;310;2100872;688.36;519.95;225.11;765.82;545.74;121.87;29.44;274;1063.34;370.08;909.69;523.72;663.3;476.57;293.54;206.99;225.06;6;5
