color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;;351;1076;2;0;8;5;16;3;40;1193;129.01;6686;4250;2436;48;209;1266;680;586;8;50;167.83;64.45;1208;484;56;1518724;477.7;391.17;179;580.15;423.15;44.59;16.18;159;760.76;287.12;773.52;274.36;582.63;324.19;141.05;114.66;179.54;1;1
orange;;351;1154;3;3;2;16;5;2;18.75;1392;148.22;8226;5833;2393;70;191;2641;1644;997;19;70;124.45;97.54;1523;1238;274;1623018;379.66;407.69;255.91;523.07;431.06;89.12;17.23;180;704.76;338.5;551.14;492.12;384.88;331.03;327.35;161.84;146.39;1;1
