color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;;346;1165;2;2;6;4;9;1;50;1089;151.53;6199;4082;2117;50;184;901;514;387;7;37;127.88;115.93;759;862;176;1429994;511.94;370.62;131.82;578.5;352.92;82.96;19.8;205;727.73;286.67;790.3;224.08;610.93;289.94;113.52;125.11;205.26;2;7
orange;;346;746;1;1;2;9;4;2;11.11;1388;154.11;7800;5473;2327;66;206;2560;1471;1089;17;92;134.23;95.58;1138;1257;284;1604805;381.23;472.96;176.46;573.15;369.24;88.28;24.1;216;708.41;322.25;494.29;536.37;318.25;394.79;317.64;179.03;125.55;7;2
