color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;;400;1117;3;1;4;5;10;4;60;1262;149.48;8320;5728;2592;72;229;1454;746;708;9;64;125.06;110.42;1306;1262;174;1734185;520.9;451.54;213.54;687.85;423;75.13;23.07;214;827.81;358.16;848.57;337.4;621.48;386.71;177.79;161.85;217.4;5;4
orange;;400;1246;4;4;1;10;5;3;40;1260;144.88;8329;5918;2411;67;203;1575;698;877;8;70;126.32;134.76;943;726;109;1734549;496.95;478.55;206.15;641.9;454.23;85.54;21.57;214;865.55;316.1;673.41;508.24;446.75;445.21;289.71;145.6;146.72;4;5
