color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;9LIVES;338;1241;3;3;2;11;3;0;27.27;1308;149.48;7326;4930;2396;60;213;1944;1187;757;14;65;105.94;106.63;1023;1043;207;1525552;432.01;385.4;191.16;536.52;391.03;81.03;21.61;238;747.49;261.06;635.95;372.61;465.11;324.52;218.92;175.3;159.45;5;2
orange;OMELETTE;338;859;0;0;7;3;11;3;0;1350;143.29;7185;4617;2568;56;218;1708;978;730;13;66;112.53;72.4;1483;904;256;1641603;330.59;394.4;274.45;538.35;396.18;64.91;21.14;204;637.5;361.94;633.75;365.69;457.32;322.96;219.17;121.65;163.67;2;5
