color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;;327;596;0;0;0;7;1;1;0;1318;168.66;6989;4727;2262;63;197;2228;1376;852;20;70;94.98;115;1365;1501;464;1561916;370.78;391.1;211.95;561.91;337.71;74.21;20.52;192;604.3;369.52;569.09;404.72;401.31;339.92;232.58;143.5;184.33;2;3
orange;;327;1089;1;1;7;1;7;0;100;1131;143.9;6240;4007;2233;47;196;1431;852;579;9;50;129.32;123.9;693;611;54;1419155;467.55;396.12;113.36;569.53;356.76;50.72;21.48;251;767.52;209.49;627.02;350;430.55;346.38;200.09;166.35;138.24;3;2
