color;team name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;time ball possession;time ball in own side;demos inflicted;demos taken
blue;;338;988;2;2;4;8;6;1;25;1211;149.96;6798;4951;1847;62;165;1727;1143;584;14;52;110.49;124.63;1117;1253;276;1493045;459.13;385.28;161.14;539.39;360.6;105.55;18.58;169;703.32;302.22;634.64;370.9;478.04;316.09;211.41;153.32;159.95;6;3
orange;;338;835;1;1;5;6;8;2;16.67;1205;122.56;6788;4275;2513;53;215;1665;785;880;9;71;144.71;105.41;880;872;79;1465115;447.46;405.82;143.36;560.77;354.79;81.08;22.08;240;662.77;333.86;606.85;389.78;428.72;334.39;233.52;148.41;163.14;3;6
